siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr‚cise
851136945,85113694500025,,,62.01Z,,103,,,,ROUTE,DES NEBOUTS,24130,PRIGONRIEUX,,,24340,,,,,243400083_B,497086.54205800046,6419296.876374896,,A,,,62.01Z,103 ROUTE DES NEBOUTS 24130 PRIGONRIEUX
852394451,85239445100029,,,62.01Z,,,,,,,LA GARRIGUE,24590,PAULIN,,,24317,,,,,24317B039_C,,,,A,,,62.01Z, LA GARRIGUE 24590 PAULIN
852491208,85249120800025,,,62.01Z,,895,,,,CHEMIN,DE BEYNAC,24100,LEMBRAS,,,24237,,,,,242370009_B,503460.6260394312,6423799.311495404,,A,,,62.01Z,895 CHEMIN DE BEYNAC 24100 LEMBRAS
853166502,85316650200023,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BOULAZAC ISLE MANOIRE
853318020,85331802000023,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SORGES-ET-LIGUEUX-EN-PERIGORD,,[ND],24540,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SORGES-ET-LIGUEUX-EN-PERIGORD
853352102,85335210200026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BOULAZAC ISLE MANOIRE
853880615,85388061500028,IHA CONSULTING,,62.01Z,,5,,,,RUE,D'ALBUSSE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200050_B,559280.376661359,6422726.986007448,,A,,,62.01Z,5 RUE D'ALBUSSE 24200 SARLAT-LA-CANEDA
877621946,87762194600020,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MOULIN-NEUF,,[ND],24297,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MOULIN-NEUF
877760926,87776092600015,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
877773689,87777368900030,8DIGRIZ,,62.01Z,,4427,,,,RUE,MARCEL PAGNOL,24700,MONTPON-MENESTEROL,,,24294,,,,,242940277_B,473778.87,6441106.47,,A,,,62.01Z,4427 RUE MARCEL PAGNOL 24700 MONTPON-MENESTEROL
878290584,87829058400027,,,62.01Z,STUDIO 1,7,,,,RUE,DU MARCHAT,24420,SAVIGNAC-LES-EGLISES,,,24527,,,,,245270062_B,536451.7621492604,6466126.375482111,,A,,,62.01Z,STUDIO 1 7 RUE DU MARCHAT 24420 SAVIGNAC-LES-EGLISES
878378827,87837882700025,,,62.01Z,,23,,,,RUE,LOUIS BLANC,24000,PERIGUEUX,,,24322,,,,,243222430_B,520240.099731055,6456789.054109652,,A,,,62.01Z,23 RUE LOUIS BLANC 24000 PERIGUEUX
879024065,87902406500010,,,62.01Z,,,,,,,LE GRAND CLAUD,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,62.01Z, LE GRAND CLAUD 24310 BRANTOME EN PERIGORD
879517225,87951722500014,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONESTIER,,[ND],24276,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONESTIER
879979789,87997978900010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],RIBERAC,,[ND],24352,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, RIBERAC
880102082,88010208200026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
880256524,88025652400013,,,62.01Z,,9,,,,RUE,YVES MONTAND,24100,BERGERAC,,,24037,,,,,240374865_B,500049.2909680955,6418099.241485763,,A,,,62.01Z,9 RUE YVES MONTAND 24100 BERGERAC
880258207,88025820700021,,,62.01Z,,4,,,,RUE,DES MARGUERITES,24410,SAINT AULAYE-PUYMANGOU,,,24376,,,,,,,,,A,,,62.01Z,4 RUE DES MARGUERITES 24410 SAINT AULAYE-PUYMANGOU
880490370,88049037000017,EASYLIKS,,62.01Z,,38,,,,RUE,DE LA FRAISE,24380,EGLISE-NEUVE-DE-VERGT,,,24160,,,,,241600015_B,521559.99816655763,6444609.146170244,,A,,,62.01Z,38 RUE DE LA FRAISE 24380 EGLISE-NEUVE-DE-VERGT
881094924,88109492400019,,,62.01Z,BAT B APP 13,1,,,,RUE,DE PEY HARRY,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,62.01Z,BAT B APP 13 1 RUE DE PEY HARRY 24330 BOULAZAC ISLE MANOIRE
881305973,88130597300011,,,62.01Z,,,,,,,GRESIGNAC,24320,LA CHAPELLE GRESIGNAC,,,24109,,,,,24109B021_C,,,,A,,,62.01Z, GRESIGNAC 24320 LA CHAPELLE GRESIGNAC
882140940,88214094000017,,,62.01Z,,499,,,,AVENUE,DU PERIGORD,24390,CHERVEIX-CUBAS,,,24120,,,,,241200165_B,553122.874366688,6467792.354276157,,A,,,62.01Z,499 AVENUE DU PERIGORD 24390 CHERVEIX-CUBAS
882491871,88249187100019,FORMATION ESPORTS,,62.01Z,,76,,,,AVENUE,DE SELVES,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202280_B,559104.7419983484,6423209.336668842,,A,,,62.01Z,76 AVENUE DE SELVES 24200 SARLAT-LA-CANEDA
882649411,88264941100023,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-CYPRIEN,,[ND],24396,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-CYPRIEN
882725062,88272506200013,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHAMPCEVINEL,,[ND],24098,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CHAMPCEVINEL
883083255,88308325500033,,,62.01Z,,8,,,,RUE,CHAMPOLLION,24110,SAINT-ASTIER,,,24372,,,,,243720065_B,504824.1,6451873.42,,A,,,62.01Z,8 RUE CHAMPOLLION 24110 SAINT-ASTIER
883429516,88342951600023,,,62.01Z,,94,,,,RUE,SIMONE SIGNORET,24700,MONTPON-MENESTEROL,,,24294,,,,,242940342_B,475906.36,6440609.96,,A,SPJP,HOPING SUMMER /  MONT1SITE,62.01Z,94 RUE SIMONE SIGNORET 24700 MONTPON-MENESTEROL
883993578,88399357800052,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-GENIES,,[ND],24412,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-GENIES
884591991,88459199100010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTIGNAC-LASCAUX,,[ND],24291,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONTIGNAC-LASCAUX
884957812,88495781200024,,,62.01Z,,4629,,,,RTE,DE BIGAROQUE,24220,COUX ET BIGAROQUE-MOUZENS,,,24142,,,,,,,,,A,,,62.01Z,4629 RTE DE BIGAROQUE 24220 COUX ET BIGAROQUE-MOUZENS
885336677,88533667700020,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MUSSIDAN,,[ND],24299,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MUSSIDAN
887702660,88770266000010,,,62.01Z,,1085,,,,ROUTE,DU BOS NEGRE,24140,QUEYSSAC,,,24345,,,,,243450060_B,505042.3684694692,6426399.9013215965,,A,,,62.01Z,1085 ROUTE DU BOS NEGRE 24140 QUEYSSAC
887753564,88775356400012,PORT 80,,62.01Z,,415,,,,RUE,DES HAUTES SOURCES,24470,MILHAC-DE-NONTRON,,,24271,,,,,24271ri52_B,529029.07,6489703.77,,A,,,62.01Z,415 RUE DES HAUTES SOURCES 24470 MILHAC-DE-NONTRON
888284767,88828476700025,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
888397734,88839773400011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THIVIERS,,[ND],24551,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, THIVIERS
888512761,88851276100030,,,62.01Z,,5,,,,RUE,WALDECK ROUSSEAU,24000,PERIGUEUX,,,24322,,,,,243224290_B,521001.34,6456143.5,,A,,,62.01Z,5 RUE WALDECK ROUSSEAU 24000 PERIGUEUX
888916996,88891699600026,,,62.01Z,,6,,,,RUE,ANATOLE FRANCE,24400,MUSSIDAN,,,24299,,,,,242990011_B,492138.97,6440554.96,,A,,SLM STUDIO,62.01Z,6 RUE ANATOLE FRANCE 24400 MUSSIDAN
888964475,88896447500022,,,62.01Z,,124,,,,AVENUE,DE LA CANEDA,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200416_B,560820.6480460202,6419511.81470939,,A,,,62.01Z,124 AVENUE DE LA CANEDA 24200 SARLAT-LA-CANEDA
889404166,88940416600023,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MICHEL-DE-MONTAIGNE,,[ND],24466,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-MICHEL-DE-MONTAIGNE
889448890,88944889000018,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LES EYZIES,,[ND],24172,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LES EYZIES
889704532,88970453200015,HACKLYS,,62.01Z,,100,,,,IMPASSE,LE PIGNET,24560,FAUX,,,24177,,,,,241770650_B,514121.81934603874,6412075.7600107705,,A,,,62.01Z,100 IMPASSE LE PIGNET 24560 FAUX
890469513,89046951300026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ANTOINE-DE-BREUILH,,[ND],24370,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-ANTOINE-DE-BREUILH
890940760,89094076000022,,,62.01Z,LOG. 2,20,,,,AVENUE,GEORGES POMPIDOU,24000,PERIGUEUX,,,24322,,,,,243221775_B,521246.8122346323,6457007.263740767,,A,,,62.01Z,LOG. 2 20 AVENUE GEORGES POMPIDOU 24000 PERIGUEUX
892517129,89251712900011,,,62.01Z,,3,,,,,MOULIN BESSOU,24510,ST FELIX DE VILLADEIX,,,24405,,,,,24405B055_C,,,,A,,TRUCHON DORIAN,62.01Z,3 MOULIN BESSOU 24510 ST FELIX DE VILLADEIX
893265546,89326554600026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ALLES-SUR-DORDOGNE,,[ND],24005,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ALLES-SUR-DORDOGNE
893538736,89353873600016,,,62.01Z,,,,,,,PECH DE CAYRE,24250,CENAC ET SAINT JULIEN,,,24091,,,,,24091B087_C,,,,A,,ETIENNE PONTAGNIER,62.01Z, PECH DE CAYRE 24250 CENAC ET SAINT JULIEN
894006311,89400631100027,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LACROPTE,,[ND],24220,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LACROPTE
894109958,89410995800013,,,62.01Z,,40,,,,CHEMIN,DES CHATAIGNIERS,24380,SAINT-PAUL-DE-SERRE,,,24480,,,,,244800120_B,514213.0130944859,6445113.5745378,,A,,,62.01Z,40 CHEMIN DES CHATAIGNIERS 24380 SAINT-PAUL-DE-SERRE
894379437,89437943700029,,,62.01Z,,16,,,,RUE,SIMONE VEIL,24750,BOULAZAC ISLE MANOIRE,,,24053,,,,,240531657_B,526810.62,6456205.58,,A,,DEVELOPPEUSE WEB,62.01Z,16 RUE SIMONE VEIL 24750 BOULAZAC ISLE MANOIRE
895285294,89528529400024,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
895325587,89532558700015,,,62.01Z,,155,,,,RUE,DU CHENE TORD,24230,SAINT-ANTOINE-DE-BREUILH,,,24370,,,,,243700032_B,475003.72570826416,6420608.6931756195,,A,,ANTOINE TREBOUTTE,62.01Z,155 RUE DU CHENE TORD 24230 SAINT-ANTOINE-DE-BREUILH
895337541,89533754100026,,,62.01Z,,1178,,,,ROUTE,DU GRAND CHENE,24200,MARCILLAC-SAINT-QUENTIN,,,24252,,,,,242520470_B,558354.2781564338,6430576.456423096,,A,,,62.01Z,1178 ROUTE DU GRAND CHENE 24200 MARCILLAC-SAINT-QUENTIN
897477881,89747788100022,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CAMPSEGRET,,[ND],24077,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CAMPSEGRET
897576492,89757649200028,,,62.01Z,,745,,,,ROUTE,DE LAGRAULET,24560,PLAISANCE,,,24168,,,,,24168popk_B,505462.04,6405634.05,,A,,,62.01Z,745 ROUTE DE LAGRAULET 24560 PLAISANCE
897968574,89796857400011,ODYSSIO,,62.01Z,,18,,,,RUE,ERNEST GUILLIER,24000,PERIGUEUX,,,24322,,,,,243221450_B,520668.08623465896,6456352.454346228,,A,,ODYSSIO,62.01Z,18 RUE ERNEST GUILLIER 24000 PERIGUEUX
898058607,89805860700034,KONTIC,,62.01Z,ESPACE ALIENOR,255,,,,RUE,MARTHA DESRUMAUX,24000,PERIGUEUX,,,24322,,,,,243222j8znn_B,519834.19208659953,6456996.608061102,,A,,,62.01Z,ESPACE ALIENOR 255 RUE MARTHA DESRUMAUX 24000 PERIGUEUX
898203898,89820389800017,,,62.01Z,,331,,,,ROUTE,DES CORDONNIERS,24330,SAINT-CREPIN-D'AUBEROCHE,,,24390,,,,,243900115_B,534461.2525311081,6449478.449215411,,A,,,62.01Z,331 ROUTE DES CORDONNIERS 24330 SAINT-CREPIN-D'AUBEROCHE
898988118,89898811800011,,,62.01Z,,5,,,,IMPASSE,DE BRUYOLS,24430,COURSAC,,,24139,,,,,241390131_B,513166.35,6449447.57,,A,,TRUSTWHO,62.01Z,5 IMPASSE DE BRUYOLS 24430 COURSAC
899097166,89909716600016,,,62.01Z,,3280,,,,CHE,DU LAC OUYAUD,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,A,,,62.01Z,3280 CHE DU LAC OUYAUD 24330 BASSILLAC ET AUBEROCHE
899449177,89944917700018,,,62.01Z,,24,,,,RUE,DU LOUP,24500,EYMET,,,24167,,,,,241670090_B,493791.4783300265,6399843.594716361,,A,,,62.01Z,24 RUE DU LOUP 24500 EYMET
899793566,89979356600022,,,62.01Z,LIEU DIT FERAILLOU,321,,,,CHEMIN,DES PICADIS,24320,BOURG-DES-MAISONS,,,24057,,,,,240570470_B,499206.38,6475634.68,,A,,R-DEVELOPPEMENT,62.01Z,LIEU DIT FERAILLOU 321 CHEMIN DES PICADIS 24320 BOURG-DES-MAISONS
899848709,89984870900015,IMLINK,,62.01Z,,74,,,,RUE,DU CINGLE,24260,LE BUGUE,,,24067,,,,,240670035_B,535746.0087934186,6426412.096928979,,A,,,62.01Z,74 RUE DU CINGLE 24260 LE BUGUE
900187238,90018723800010,,,62.01Z,LIEU-DIT LE MAINE ROUSSET,68,,,,CHEMIN,DE LA FONTAINE,24300,CONNEZAC,,,24131,,,,,241310160_B,506934.683032969,6493082.624066324,,A,,LOGIC SERVICE,62.01Z,LIEU-DIT LE MAINE ROUSSET 68 CHEMIN DE LA FONTAINE 24300 CONNEZAC
900199563,90019956300017,,,62.01Z,,15,,,,RUE,DE LA CROIX DES CHASSES,24460,AGONAC,,,24002,,,,,240020064_B,523732.4892464024,6468755.69770607,,A,,A COEUR INFORMATIQUE,62.01Z,15 RUE DE LA CROIX DES CHASSES 24460 AGONAC
900249293,90024929300029,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],TRELISSAC,,[ND],24557,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, TRELISSAC
900524497,90052449700014,EVERGLOW,,62.01Z,,4,,,,IMPASSE,DES BRANDES,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560070_B,515150.3673659371,6455812.651584369,,A,,,62.01Z,4 IMPASSE DES BRANDES 24430 MARSAC-SUR-L'ISLE
900542499,90054249900034,,,01.24Z,,581,,,,CHEMIN,DU LAC CHARDEL,24210,LIMEYRAT,,,24241,,,,,24241b42m_B,542710.54,6452760.33,,A,,,62.01Z,581 CHEMIN DU LAC CHARDEL 24210 LIMEYRAT
900599994,90059999400010,,,62.01Z,,,,,,,LE MAINE FOUCAUD,24320,BERTRIC-BUREE,,,24038,,,,,,,,,A,,QREATE,62.01Z, LE MAINE FOUCAUD 24320 BERTRIC-BUREE
900770777,90077077700036,,,62.01Z,,683,,,,ROUTE,DE LA GRIMARDIE,24140,EYRAUD-CREMPSE-MAURENS,,,24259,,,,,242590970_B,500238.62,6428093.51,,A,,,62.01Z,683 ROUTE DE LA GRIMARDIE 24140 EYRAUD-CREMPSE-MAURENS
901006999,90100699900014,BEACOM,,62.01Z,,54,,,,CHEMIN,DU BOIS VERT,24100,LEMBRAS,,,24237,,,,,242370010_B,503511.2877378977,6424934.842530323,,A,,,62.01Z,54 CHEMIN DU BOIS VERT 24100 LEMBRAS
901107938,90110793800010,CROCODILE SANDWICH,,62.01Z,,365,,,,RUE,DE PROUMEYSSAC,24260,LE BUGUE,,,24067,,,,,240670150_B,536507.7145274429,6425719.756753993,,A,,CROCODILE SANDWICH,62.01Z,365 RUE DE PROUMEYSSAC 24260 LE BUGUE
901319913,90131991300017,,,62.01Z,,5,,,,RUE,ARAGO,24000,PERIGUEUX,,,24322,,,,,243220290_B,520540.5032326413,6456589.358405755,,A,,RAGLE'S CODE INC.,62.01Z,5 RUE ARAGO 24000 PERIGUEUX
901453548,90145354800017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA CHAPELLE-GONAGUET,,[ND],24108,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LA CHAPELLE-GONAGUET
901457879,90145787900012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTPON-MENESTEROL,,[ND],24294,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONTPON-MENESTEROL
901595587,90159558700014,,,62.01Z,,475,,,,ROUTE,DE LA TERRE DES VIALHE,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245473760_B,566246.8354963019,6447093.078293137,,A,,,62.01Z,475 ROUTE DE LA TERRE DES VIALHE 24120 TERRASSON-LAVILLEDIEU
901703801,90170380100026,,,62.01Z,,93,,,,CHEM,COTEAU,24220,CASTELS ET BEZENAC,,,24087,,,,,,,,,A,,FOX WEB STUDIO,62.01Z,93 CHEM COTEAU 24220 CASTELS ET BEZENAC
902202464,90220246400019,W2A,,62.01Z,,,,,,LD,LES GRAVOUX,24470,CHAMPS-ROMAIN,,,24101,,,,,,,,,A,,,62.01Z, LD LES GRAVOUX 24470 CHAMPS-ROMAIN
902521533,90252153300015,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYGURANDE-ET-GARDEDEUIL,,[ND],24165,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, EYGURANDE-ET-GARDEDEUIL
902700038,90270003800042,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE BUISSON-DE-CADOUIN,,[ND],24068,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LE BUISSON-DE-CADOUIN
903176584,90317658400022,,,62.01Z,,2077,,,,ROUTE,DE VITRAC,24200,CARSAC-AILLAC,,,24082,,,,,240821660_B,561977.59,6417701.77,,A,,WEB D'ICI,62.01Z,2077 ROUTE DE VITRAC 24200 CARSAC-AILLAC
903495026,90349502600010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
903650430,90365043000015,,,62.01Z,,2,,,,,LES TERRES BLANCHES,24520,SAINT-SAUVEUR,,,24499,,,,,24499b039_B,510975.23730156245,6422620.886743552,,A,,ENZO CHAUSSE,62.01Z,2 LES TERRES BLANCHES 24520 SAINT-SAUVEUR
903650455,90365045500012,,,62.01Z,,,,,,LD,LE PARC,24540,LOLME,,,24244,,,,,,,,,A,,DELMON SOFTWARE ENGINEERING EIRL,62.01Z, LD LE PARC 24540 LOLME
904218336,90421833600017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ISSIGEAC,,[ND],24212,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ISSIGEAC
904558061,90455806100019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PLAZAC,,[ND],24330,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PLAZAC
905280202,90528020200011,,,62.01Z,,1030,,,,ROUTE,DU COUSTINET,24520,COURS-DE-PILE,,,24140,,,,,241400026_B,506459.1556571807,6417856.280106037,,A,,DJODEV,62.01Z,1030 ROUTE DU COUSTINET 24520 COURS-DE-PILE
908018690,90801869000010,,,62.01Z,,62,,,,IMPASSE,DU TROTTEUR,24200,SARLAT-LA-CANEDA,,,24520,,,,,245204960_B,558634.6277437836,6424545.47736558,,A,,CREAWEB24,62.01Z,62 IMPASSE DU TROTTEUR 24200 SARLAT-LA-CANEDA
908358179,90835817900020,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],DOMME,,[ND],24152,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, DOMME
908548217,90854821700011,,,62.01Z,,,,,,,LIEU-DIT LE BUISSON,24470,SAINT-PARDOUX-LA-RIVIERE,,,24479,,,,,,,,,A,,TERRADEV,62.01Z, LIEU-DIT LE BUISSON 24470 SAINT-PARDOUX-LA-RIVIERE
908667074,90866707400037,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
909169385,90916938500012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MENESPLET,,[ND],24264,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MENESPLET
909209314,90920931400022,,,62.01Z,,21,,,,RUE,MICHELINE OSTERMEYER,24750,CHAMPCEVINEL,,,24098,,,,,240980051_B,522180.3791138662,6459998.245739842,,A,,,62.01Z,21 RUE MICHELINE OSTERMEYER 24750 CHAMPCEVINEL
909209330,90920933000010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COURSAC,,[ND],24139,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, COURSAC
909272734,90927273400015,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEFRANCHE-DU-PERIGORD,,[ND],24585,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VILLEFRANCHE-DU-PERIGORD
909672529,90967252900015,,,62.01Z,,235,,,,ROUTE,DE LA BASSE RUE,24520,SAINT-NEXANS,,,24472,,,,,24472nzdbia_B,505833.6843164457,6416354.422948525,,A,,N.D.R.I.,62.01Z,235 ROUTE DE LA BASSE RUE 24520 SAINT-NEXANS
909809287,90980928700016,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],JUMILHAC-LE-GRAND,,[ND],24218,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, JUMILHAC-LE-GRAND
909809949,90980994900011,,,62.01Z,,1,,,,ROUTE,DES BRANDEAUX,24430,COURSAC,,,24139,,,,,241390117_B,514388.73417183495,6450764.114165251,,A,,DG CONSULTING,62.01Z,1 ROUTE DES BRANDEAUX 24430 COURSAC
910623396,91062339600025,,,62.01Z,PAVILLON 1,77,,,,ROUTE,DU CHAMBON,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560092_B,513796.71,6457342.7,,A,ILHAMLISS,ILHAMLISS,62.01Z,PAVILLON 1 77 ROUTE DU CHAMBON 24430 MARSAC-SUR-L'ISLE
911188738,91118873800015,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAVIGNAC-LES-EGLISES,,[ND],24527,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAVIGNAC-LES-EGLISES
911407054,91140705400012,,,62.01Z,,34,,,,RUE,RENAUDAT,24130,PRIGONRIEUX,,,24340,,,,,243400105_B,495638.525301256,6420930.200039852,,A,,,62.01Z,34 RUE RENAUDAT 24130 PRIGONRIEUX
911940179,91194017900029,,,62.01Z,,141,,,,RUE,DE Lƒ??EGLISE,24520,COURS-DE-PILE,,,24140,,,,,241400035_B,505971.3139606422,6418917.3355084155,,A,,,62.01Z,141 RUE DE Lƒ??EGLISE 24520 COURS-DE-PILE
912019445,91201944500010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHAMPCEVINEL,,[ND],24098,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CHAMPCEVINEL
912666336,91266633600017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THENAC,,[ND],24549,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, THENAC
912667151,91266715100019,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAYS DE BELVES,,[ND],24035,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PAYS DE BELVES
